distance,day,hour,timestamp
3.1006338535414164,18,23,2015-09-18 23:00:00
3.162012027060887,19,0,2015-09-19 00:00:00
3.122830820770519,19,1,2015-09-19 01:00:00
3.1065152498377677,19,2,2015-09-19 02:00:00
3.302112505058681,19,3,2015-09-19 03:00:00
3.3081024568740203,19,4,2015-09-19 04:00:00
3.5023622881355934,19,5,2015-09-19 05:00:00
4.296594387755102,19,6,2015-09-19 06:00:00
3.914849368318756,19,7,2015-09-19 07:00:00
3.6059637681159415,19,8,2015-09-19 08:00:00
3.189722675367048,19,9,2015-09-19 09:00:00
2.957909307875895,19,10,2015-09-19 10:00:00
2.951256923732424,19,11,2015-09-19 11:00:00
2.9808043217286917,19,12,2015-09-19 12:00:00
2.90203642384106,19,13,2015-09-19 13:00:00
2.9681330935251804,19,14,2015-09-19 14:00:00
3.014534426229508,19,15,2015-09-19 15:00:00
2.918558012723417,19,16,2015-09-19 16:00:00
2.9391277890466534,19,17,2015-09-19 17:00:00
3.101854419410745,19,18,2015-09-19 18:00:00
3.0136479961371316,19,19,2015-09-19 19:00:00
2.928483837865572,19,20,2015-09-19 20:00:00
3.15736419001218,19,21,2015-09-19 21:00:00
3.2620106642968225,19,22,2015-09-19 22:00:00
3.369527627302275,19,23,2015-09-19 23:00:00
3.296435948143265,20,0,2015-09-20 00:00:00
3.264720077220077,20,1,2015-09-20 01:00:00
3.305360563380282,20,2,2015-09-20 02:00:00
3.4052843273231623,20,3,2015-09-20 03:00:00
3.5098322756119678,20,4,2015-09-20 04:00:00
3.9786439024390243,20,5,2015-09-20 05:00:00
4.365962732919255,20,6,2015-09-20 06:00:00
4.08114709851552,20,7,2015-09-20 07:00:00
3.765224948875256,20,8,2015-09-20 08:00:00
3.4064756446991407,20,9,2015-09-20 09:00:00
3.1849320732427646,20,10,2015-09-20 10:00:00
2.9129300291545186,20,11,2015-09-20 11:00:00
2.951155251141553,20,12,2015-09-20 12:00:00
2.9415650969529086,20,13,2015-09-20 13:00:00
3.031601642710472,20,14,2015-09-20 14:00:00
3.0332289249806648,20,15,2015-09-20 15:00:00
3.129065872720506,20,16,2015-09-20 16:00:00
3.047932226832642,20,17,2015-09-20 17:00:00
2.926377770426728,20,18,2015-09-20 18:00:00
3.0115939652345034,20,19,2015-09-20 19:00:00
2.9065606936416186,20,20,2015-09-20 20:00:00
2.948065141527724,20,21,2015-09-20 21:00:00
3.230995901639344,20,22,2015-09-20 22:00:00
3.3020740410347904,20,23,2015-09-20 23:00:00
3.385086483023703,21,0,2015-09-21 00:00:00
3.1125240847784204,21,1,2015-09-21 01:00:00
2.7260579710144928,21,2,2015-09-21 02:00:00
3.0965103189493433,21,3,2015-09-21 03:00:00
4.09793172690763,21,4,2015-09-21 04:00:00
4.916148796498907,21,5,2015-09-21 05:00:00
3.9411730545876886,21,6,2015-09-21 06:00:00
3.2418102029621503,21,7,2015-09-21 07:00:00
2.897116831683168,21,8,2015-09-21 08:00:00
3.012827073875361,21,9,2015-09-21 09:00:00
3.0584285714285717,21,10,2015-09-21 10:00:00
3.1459757505773673,21,11,2015-09-21 11:00:00
3.0327698695136416,21,12,2015-09-21 12:00:00
2.81649375,21,13,2015-09-21 13:00:00
2.8316068721576553,21,14,2015-09-21 14:00:00
2.769287366959741,21,15,2015-09-21 15:00:00
2.669579945799458,21,16,2015-09-21 16:00:00
